item,itemLabel,parent,parentLabel,genderLabel,article
http://www.wikidata.org/entity/Q235432,Princess Olga of Greece and Denmark,http://www.wikidata.org/entity/Q170160,Prince Nicholas of Greece and Denmark,female,https://en.wikipedia.org/wiki/Princess_Olga_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q236196,Princess Cecilie of Greece and Denmark,http://www.wikidata.org/entity/Q156531,Prince Andrew of Greece and Denmark,female,https://en.wikipedia.org/wiki/Princess_Cecilie_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q232728,Princess Alexandra of Greece and Denmark,http://www.wikidata.org/entity/Q155178,Olga Constantinovna of Russia,female,https://en.wikipedia.org/wiki/Princess_Alexandra_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q232732,Princess Maria of Greece and Denmark,http://www.wikidata.org/entity/Q155178,Olga Constantinovna of Russia,female,https://en.wikipedia.org/wiki/Princess_Maria_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q170396,Prince George of Greece and Denmark,http://www.wikidata.org/entity/Q17142,George I of Greece,male,https://en.wikipedia.org/wiki/Prince_George_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q170294,"Prince Richard, Duke of Gloucester",http://www.wikidata.org/entity/Q117174,"Prince Henry, Duke of Gloucester",male,"https://en.wikipedia.org/wiki/Prince_Richard,_Duke_of_Gloucester"
http://www.wikidata.org/entity/Q170160,Prince Nicholas of Greece and Denmark,http://www.wikidata.org/entity/Q17142,George I of Greece,male,https://en.wikipedia.org/wiki/Prince_Nicholas_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q156531,Prince Andrew of Greece and Denmark,http://www.wikidata.org/entity/Q155178,Olga Constantinovna of Russia,male,https://en.wikipedia.org/wiki/Prince_Andrew_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q242298,Princess Irene of Greece and Denmark,http://www.wikidata.org/entity/Q155394,Paul of Greece,female,https://en.wikipedia.org/wiki/Princess_Irene_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q372954,Grand Duke Dmitri Pavlovich of Russia,http://www.wikidata.org/entity/Q372964,Grand Duke Paul Alexandrovich of Russia,male,https://en.wikipedia.org/wiki/Grand_Duke_Dmitri_Pavlovich_of_Russia
http://www.wikidata.org/entity/Q336691,"Patricia Knatchbull, 2nd Countess Mountbatten of Burma",http://www.wikidata.org/entity/Q157068,"Louis Mountbatten, 1st Earl Mountbatten of Burma",female,"https://en.wikipedia.org/wiki/Patricia_Knatchbull,_2nd_Countess_Mountbatten_of_Burma"
http://www.wikidata.org/entity/Q170294,"Prince Richard, Duke of Gloucester",http://www.wikidata.org/entity/Q246915,"Princess Alice, Duchess of Gloucester",male,"https://en.wikipedia.org/wiki/Prince_Richard,_Duke_of_Gloucester"
http://www.wikidata.org/entity/Q170160,Prince Nicholas of Greece and Denmark,http://www.wikidata.org/entity/Q155178,Olga Constantinovna of Russia,male,https://en.wikipedia.org/wiki/Prince_Nicholas_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q255382,Princess Theodora of Greece and Denmark,http://www.wikidata.org/entity/Q116062,Princess Alice of Battenberg,female,https://en.wikipedia.org/wiki/Princess_Theodora_of_Greece_and_Denmark_(1906%E2%80%931969)
http://www.wikidata.org/entity/Q242338,Princess Katherine of Greece and Denmark,http://www.wikidata.org/entity/Q155822,Sophia of Prussia,female,https://en.wikipedia.org/wiki/Princess_Katherine_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q156548,Queen Sofía of Spain,http://www.wikidata.org/entity/Q155394,Paul of Greece,female,https://en.wikipedia.org/wiki/Queen_Sof%C3%ADa_of_Spain
http://www.wikidata.org/entity/Q160770,"Prince George, Duke of Kent",http://www.wikidata.org/entity/Q269412,George V,male,"https://en.wikipedia.org/wiki/Prince_George,_Duke_of_Kent"
http://www.wikidata.org/entity/Q170191,"Princess Alexandra, Lady Ogilvy",http://www.wikidata.org/entity/Q170184,Princess Marina of Greece and Denmark,female,https://en.wikipedia.org/wiki/Princess_Alexandra_(born_1936)
http://www.wikidata.org/entity/Q280856,George VI,http://www.wikidata.org/entity/Q76927,Mary of Teck,male,https://en.wikipedia.org/wiki/George_VI
http://www.wikidata.org/entity/Q564226,Lennart Bernadotte,http://www.wikidata.org/entity/Q435739,"Prince Wilhelm, Duke of Södermanland",male,https://en.wikipedia.org/wiki/Lennart_Bernadotte
http://www.wikidata.org/entity/Q621866,"Alexander Windsor, Earl of Ulster",http://www.wikidata.org/entity/Q170294,"Prince Richard, Duke of Gloucester",male,"https://en.wikipedia.org/wiki/Alexander_Windsor,_Earl_of_Ulster"
http://www.wikidata.org/entity/Q255382,Princess Theodora of Greece and Denmark,http://www.wikidata.org/entity/Q156531,Prince Andrew of Greece and Denmark,female,https://en.wikipedia.org/wiki/Princess_Theodora_of_Greece_and_Denmark_(1906%E2%80%931969)
http://www.wikidata.org/entity/Q240317,Princess Margarita of Greece and Denmark,http://www.wikidata.org/entity/Q156531,Prince Andrew of Greece and Denmark,female,https://en.wikipedia.org/wiki/Princess_Margarita_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q242298,Princess Irene of Greece and Denmark,http://www.wikidata.org/entity/Q61351,Frederica of Hanover,female,https://en.wikipedia.org/wiki/Princess_Irene_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q170184,Princess Marina of Greece and Denmark,http://www.wikidata.org/entity/Q170160,Prince Nicholas of Greece and Denmark,female,https://en.wikipedia.org/wiki/Princess_Marina_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q3991503,Timothy Bowes-Lyon,http://www.wikidata.org/entity/Q1758535,"Patrick Bowes-Lyon, 15th Earl of Strathmore and Kinghorne",male,"https://en.wikipedia.org/wiki/Timothy_Bowes-Lyon,_16th_Earl_of_Strathmore_and_Kinghorne"
http://www.wikidata.org/entity/Q6759834,Margaret Rhodes,http://www.wikidata.org/entity/Q3960165,"Sidney Elphinstone, 16th Lord Elphinstone",female,https://en.wikipedia.org/wiki/Margaret_Rhodes
http://www.wikidata.org/entity/Q2962982,Gerald David Lascelles,http://www.wikidata.org/entity/Q2653986,"Henry Lascelles, 6th Earl of Harewood",male,https://en.wikipedia.org/wiki/Gerald_David_Lascelles
http://www.wikidata.org/entity/Q3268202,Lady Pamela Hicks,http://www.wikidata.org/entity/Q157068,"Louis Mountbatten, 1st Earl Mountbatten of Burma",female,https://en.wikipedia.org/wiki/Lady_Pamela_Hicks
http://www.wikidata.org/entity/Q3856119,"Fergus Bowes-Lyon, 17th Earl of Strathmore and Kinghorne",http://www.wikidata.org/entity/Q63806478,Michael Bowes-Lyon,male,"https://en.wikipedia.org/wiki/Fergus_Bowes-Lyon,_17th_Earl_of_Strathmore_and_Kinghorne"
http://www.wikidata.org/entity/Q6231704,"John Elphinstone, 17th Lord Elphinstone",http://www.wikidata.org/entity/Q3960165,"Sidney Elphinstone, 16th Lord Elphinstone",male,"https://en.wikipedia.org/wiki/John_Elphinstone,_17th_Lord_Elphinstone"
http://www.wikidata.org/entity/Q232728,Princess Alexandra of Greece and Denmark,http://www.wikidata.org/entity/Q17142,George I of Greece,female,https://en.wikipedia.org/wiki/Princess_Alexandra_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q232732,Princess Maria of Greece and Denmark,http://www.wikidata.org/entity/Q17142,George I of Greece,female,https://en.wikipedia.org/wiki/Princess_Maria_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q601229,Prince Peter of Greece and Denmark,http://www.wikidata.org/entity/Q170396,Prince George of Greece and Denmark,male,https://en.wikipedia.org/wiki/Prince_Peter_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q630371,Princess Sophie of Greece and Denmark,http://www.wikidata.org/entity/Q156531,Prince Andrew of Greece and Denmark,female,https://en.wikipedia.org/wiki/Princess_Sophie_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q433753,Princess Xenia Georgievna of Russia,http://www.wikidata.org/entity/Q524451,Grand Duke George Mikhailovich of Russia,female,https://en.wikipedia.org/wiki/Princess_Xenia_Georgievna_of_Russia
http://www.wikidata.org/entity/Q310488,Prince John of the United Kingdom,http://www.wikidata.org/entity/Q76927,Mary of Teck,male,https://en.wikipedia.org/wiki/Prince_John_of_the_United_Kingdom
http://www.wikidata.org/entity/Q257926,Princess Elizabeth of Serbia,http://www.wikidata.org/entity/Q235432,Princess Olga of Greece and Denmark,female,https://en.wikipedia.org/wiki/Princess_Elizabeth_of_Yugoslavia
http://www.wikidata.org/entity/Q268139,Lady Davina Windsor,http://www.wikidata.org/entity/Q241584,"Birgitte, Duchess of Gloucester",female,https://en.wikipedia.org/wiki/Lady_Davina_Windsor
http://www.wikidata.org/entity/Q313752,Prince Michael of Kent,http://www.wikidata.org/entity/Q170184,Princess Marina of Greece and Denmark,male,https://en.wikipedia.org/wiki/Prince_Michael_of_Kent
http://www.wikidata.org/entity/Q167423,Alexandra of Yugoslavia,http://www.wikidata.org/entity/Q151742,Alexander of Greece,female,https://en.wikipedia.org/wiki/Alexandra_of_Yugoslavia
http://www.wikidata.org/entity/Q724825,Prince Michael of Greece and Denmark,http://www.wikidata.org/entity/Q447757,Prince Christopher of Greece and Denmark,male,https://en.wikipedia.org/wiki/Prince_Michael_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q898347,Nina Georgievna of Russia,http://www.wikidata.org/entity/Q524451,Grand Duke George Mikhailovich of Russia,female,https://en.wikipedia.org/wiki/Princess_Nina_Georgievna_of_Russia
http://www.wikidata.org/entity/Q452039,"Prince Amedeo, 5th Duke of Aosta",http://www.wikidata.org/entity/Q236770,"Princess Irene, Duchess of Aosta",male,"https://en.wikipedia.org/wiki/Prince_Amedeo,_Duke_of_Aosta_(1943%E2%80%932021)"
http://www.wikidata.org/entity/Q430785,Lady Rose Windsor,http://www.wikidata.org/entity/Q241584,"Birgitte, Duchess of Gloucester",female,https://en.wikipedia.org/wiki/Lady_Rose_Gilman
http://www.wikidata.org/entity/Q662282,James Ogilvy,http://www.wikidata.org/entity/Q544609,Angus Ogilvy,male,https://en.wikipedia.org/wiki/James_Ogilvy
http://www.wikidata.org/entity/Q674343,Lady Helen Taylor,http://www.wikidata.org/entity/Q158258,"Prince Edward, Duke of Kent",female,https://en.wikipedia.org/wiki/Lady_Helen_Taylor
http://www.wikidata.org/entity/Q930013,Michael I of Romania,http://www.wikidata.org/entity/Q212897,Carol II of Romania,male,https://en.wikipedia.org/wiki/Michael_I_of_Romania
http://www.wikidata.org/entity/Q1040807,Lady Sarah Chatto,http://www.wikidata.org/entity/Q335260,"Antony Armstrong-Jones, 1st Earl of Snowdon",female,https://en.wikipedia.org/wiki/Lady_Sarah_Chatto
http://www.wikidata.org/entity/Q1009513,"George Windsor, Earl of St Andrews",http://www.wikidata.org/entity/Q158258,"Prince Edward, Duke of Kent",male,"https://en.wikipedia.org/wiki/George_Windsor,_Earl_of_St_Andrews"
http://www.wikidata.org/entity/Q233913,"Mary, Princess Royal and Countess of Harewood",http://www.wikidata.org/entity/Q76927,Mary of Teck,female,"https://en.wikipedia.org/wiki/Mary,_Princess_Royal_and_Countess_of_Harewood"
http://www.wikidata.org/entity/Q590227,Edward VIII,http://www.wikidata.org/entity/Q76927,Mary of Teck,male,https://en.wikipedia.org/wiki/Edward_VIII
http://www.wikidata.org/entity/Q156548,Queen Sofía of Spain,http://www.wikidata.org/entity/Q61351,Frederica of Hanover,female,https://en.wikipedia.org/wiki/Queen_Sof%C3%ADa_of_Spain
http://www.wikidata.org/entity/Q158258,"Prince Edward, Duke of Kent",http://www.wikidata.org/entity/Q170184,Princess Marina of Greece and Denmark,male,"https://en.wikipedia.org/wiki/Prince_Edward,_Duke_of_Kent"
http://www.wikidata.org/entity/Q236770,"Princess Irene, Duchess of Aosta",http://www.wikidata.org/entity/Q152099,Constantine I of Greece,female,"https://en.wikipedia.org/wiki/Princess_Irene,_Duchess_of_Aosta"
http://www.wikidata.org/entity/Q170396,Prince George of Greece and Denmark,http://www.wikidata.org/entity/Q155178,Olga Constantinovna of Russia,male,https://en.wikipedia.org/wiki/Prince_George_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q167423,Alexandra of Yugoslavia,http://www.wikidata.org/entity/Q240442,Aspasia Manos,female,https://en.wikipedia.org/wiki/Alexandra_of_Yugoslavia
http://www.wikidata.org/entity/Q621866,"Alexander Windsor, Earl of Ulster",http://www.wikidata.org/entity/Q241584,"Birgitte, Duchess of Gloucester",male,"https://en.wikipedia.org/wiki/Alexander_Windsor,_Earl_of_Ulster"
http://www.wikidata.org/entity/Q564226,Lennart Bernadotte,http://www.wikidata.org/entity/Q235438,Grand Duchess Maria Pavlovna of Russia,male,https://en.wikipedia.org/wiki/Lennart_Bernadotte
http://www.wikidata.org/entity/Q335129,"George Mountbatten, 2nd Marquess of Milford Haven",http://www.wikidata.org/entity/Q57658,Princess Victoria of Hesse and by Rhine,male,"https://en.wikipedia.org/wiki/George_Mountbatten,_2nd_Marquess_of_Milford_Haven"
http://www.wikidata.org/entity/Q447757,Prince Christopher of Greece and Denmark,http://www.wikidata.org/entity/Q155178,Olga Constantinovna of Russia,male,https://en.wikipedia.org/wiki/Prince_Christopher_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q336609,"George Lascelles, 7th Earl of Harewood",http://www.wikidata.org/entity/Q2653986,"Henry Lascelles, 6th Earl of Harewood",male,"https://en.wikipedia.org/wiki/George_Lascelles,_7th_Earl_of_Harewood"
http://www.wikidata.org/entity/Q313752,Prince Michael of Kent,http://www.wikidata.org/entity/Q160770,"Prince George, Duke of Kent",male,https://en.wikipedia.org/wiki/Prince_Michael_of_Kent
http://www.wikidata.org/entity/Q1758535,"Patrick Bowes-Lyon, 15th Earl of Strathmore and Kinghorne",http://www.wikidata.org/entity/Q238820,"Cecilia Bowes-Lyon, Countess of Strathmore and Kinghorne",male,"https://en.wikipedia.org/wiki/Patrick_Bowes-Lyon,_15th_Earl_of_Strathmore_and_Kinghorne"
http://www.wikidata.org/entity/Q657778,Prince William of Gloucester,http://www.wikidata.org/entity/Q246915,"Princess Alice, Duchess of Gloucester",male,https://en.wikipedia.org/wiki/Prince_William_of_Gloucester
http://www.wikidata.org/entity/Q2871729,Princess Anne of Denmark,http://www.wikidata.org/entity/Q75381423,Fenella Hepburn-Stuart-Forbes-Trefusis,female,https://en.wikipedia.org/wiki/Anne_Bowes-Lyon
http://www.wikidata.org/entity/Q1091237,"David Armstrong-Jones, 2nd Earl of Snowdon",http://www.wikidata.org/entity/Q335260,"Antony Armstrong-Jones, 1st Earl of Snowdon",male,"https://en.wikipedia.org/wiki/David_Armstrong-Jones,_2nd_Earl_of_Snowdon"
http://www.wikidata.org/entity/Q236770,"Princess Irene, Duchess of Aosta",http://www.wikidata.org/entity/Q155822,Sophia of Prussia,female,"https://en.wikipedia.org/wiki/Princess_Irene,_Duchess_of_Aosta"
http://www.wikidata.org/entity/Q236196,Princess Cecilie of Greece and Denmark,http://www.wikidata.org/entity/Q116062,Princess Alice of Battenberg,female,https://en.wikipedia.org/wiki/Princess_Cecilie_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q268139,Lady Davina Windsor,http://www.wikidata.org/entity/Q170294,"Prince Richard, Duke of Gloucester",female,https://en.wikipedia.org/wiki/Lady_Davina_Windsor
http://www.wikidata.org/entity/Q257926,Princess Elizabeth of Serbia,http://www.wikidata.org/entity/Q313128,Prince Paul of Yugoslavia,female,https://en.wikipedia.org/wiki/Princess_Elizabeth_of_Yugoslavia
http://www.wikidata.org/entity/Q233913,"Mary, Princess Royal and Countess of Harewood",http://www.wikidata.org/entity/Q269412,George V,female,"https://en.wikipedia.org/wiki/Mary,_Princess_Royal_and_Countess_of_Harewood"
http://www.wikidata.org/entity/Q1040807,Lady Sarah Chatto,http://www.wikidata.org/entity/Q153815,"Princess Margaret, Countess of Snowdon",female,https://en.wikipedia.org/wiki/Lady_Sarah_Chatto
http://www.wikidata.org/entity/Q1009513,"George Windsor, Earl of St Andrews",http://www.wikidata.org/entity/Q236678,"Katharine, Duchess of Kent",male,"https://en.wikipedia.org/wiki/George_Windsor,_Earl_of_St_Andrews"
http://www.wikidata.org/entity/Q2379307,Princess Eugénie of Greece and Denmark,http://www.wikidata.org/entity/Q170396,Prince George of Greece and Denmark,female,https://en.wikipedia.org/wiki/Princess_Eug%C3%A9nie_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q2752971,"David Mountbatten, 3rd Marquess of Milford Haven",http://www.wikidata.org/entity/Q335129,"George Mountbatten, 2nd Marquess of Milford Haven",male,"https://en.wikipedia.org/wiki/David_Mountbatten,_3rd_Marquess_of_Milford_Haven"
http://www.wikidata.org/entity/Q2242035,Prince Alexander of Serbia,http://www.wikidata.org/entity/Q313128,Prince Paul of Yugoslavia,male,https://en.wikipedia.org/wiki/Prince_Alexander_of_Yugoslavia_(1924%E2%80%932016)
http://www.wikidata.org/entity/Q2354262,Princess Johanna of Hesse and by Rhine,http://www.wikidata.org/entity/Q60737,"Georg Donatus, Hereditary Grand Duke of Hesse",female,https://en.wikipedia.org/wiki/Princess_Johanna_of_Hesse_and_by_Rhine
http://www.wikidata.org/entity/Q2354262,Princess Johanna of Hesse and by Rhine,http://www.wikidata.org/entity/Q61270,"Louis, Prince of Hesse and by Rhine",female,https://en.wikipedia.org/wiki/Princess_Johanna_of_Hesse_and_by_Rhine
http://www.wikidata.org/entity/Q630371,Princess Sophie of Greece and Denmark,http://www.wikidata.org/entity/Q116062,Princess Alice of Battenberg,female,https://en.wikipedia.org/wiki/Princess_Sophie_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q662282,James Ogilvy,http://www.wikidata.org/entity/Q170191,"Princess Alexandra, Lady Ogilvy",male,https://en.wikipedia.org/wiki/James_Ogilvy
http://www.wikidata.org/entity/Q674343,Lady Helen Taylor,http://www.wikidata.org/entity/Q236678,"Katharine, Duchess of Kent",female,https://en.wikipedia.org/wiki/Lady_Helen_Taylor
http://www.wikidata.org/entity/Q19006,Princess Elizabeth of Greece and Denmark,http://www.wikidata.org/entity/Q232483,Grand Duchess Elena Vladimirovna of Russia,female,https://en.wikipedia.org/wiki/Princess_Elizabeth_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q310488,Prince John of the United Kingdom,http://www.wikidata.org/entity/Q269412,George V,male,https://en.wikipedia.org/wiki/Prince_John_of_the_United_Kingdom
