item,itemLabel,parent,parentLabel,genderLabel,article
http://www.wikidata.org/entity/Q70203,Duke Christian Ludwig of Mecklenburg-Schwerin,http://www.wikidata.org/entity/Q61243,Princess Alexandra of Hanover,male,https://en.wikipedia.org/wiki/Duke_Christian_Louis_of_Mecklenburg
http://www.wikidata.org/entity/Q80976,"Prince Philip, Duke of Edinburgh",http://www.wikidata.org/entity/Q116062,Princess Alice of Battenberg,male,"https://en.wikipedia.org/wiki/Prince_Philip,_Duke_of_Edinburgh"
http://www.wikidata.org/entity/Q26455,Fernand Sanz,http://www.wikidata.org/entity/Q32347,Alfonso XII of Spain,male,https://en.wikipedia.org/wiki/Fernand_Sanz
http://www.wikidata.org/entity/Q61079,"Ernst August, Prince of Hanover",http://www.wikidata.org/entity/Q57529,Princess Viktoria Luise of Prussia,male,https://en.wikipedia.org/wiki/Prince_Ernest_Augustus_of_Hanover_(born_1914)
http://www.wikidata.org/entity/Q19006,Princess Elizabeth of Greece and Denmark,http://www.wikidata.org/entity/Q232483,Grand Duchess Elena Vladimirovna of Russia,female,https://en.wikipedia.org/wiki/Princess_Elizabeth_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q60741,"Prince Philipp, Landgrave of Hesse",http://www.wikidata.org/entity/Q61338,Princess Margaret of Prussia,male,"https://en.wikipedia.org/wiki/Philipp,_Landgrave_of_Hesse"
http://www.wikidata.org/entity/Q57569,Prince Henry of Prussia,http://www.wikidata.org/entity/Q58600,"Frederick III, German Emperor",male,https://en.wikipedia.org/wiki/Prince_Henry_of_Prussia_(born_1862)
http://www.wikidata.org/entity/Q61242,Prince Oskar of Prussia,http://www.wikidata.org/entity/Q2677,Wilhelm II,male,https://en.wikipedia.org/wiki/Prince_Oskar_of_Prussia
http://www.wikidata.org/entity/Q61351,Frederica of Hanover,http://www.wikidata.org/entity/Q57672,"Ernst August, Duke of Brunswick",female,https://en.wikipedia.org/wiki/Frederica_of_Hanover
http://www.wikidata.org/entity/Q58670,Princess Charlotte of Prussia,http://www.wikidata.org/entity/Q116728,"Victoria, Princess Royal",female,https://en.wikipedia.org/wiki/Princess_Charlotte_of_Prussia
http://www.wikidata.org/entity/Q57672,"Ernst August, Duke of Brunswick",http://www.wikidata.org/entity/Q217504,"Thyra, Crown Princess of Hanover",male,"https://en.wikipedia.org/wiki/Ernest_Augustus,_Duke_of_Brunswick"
http://www.wikidata.org/entity/Q58777,Prince August Wilhelm of Prussia,http://www.wikidata.org/entity/Q161247,Augusta Victoria of Schleswig-Holstein,male,https://en.wikipedia.org/wiki/Prince_August_Wilhelm_of_Prussia
http://www.wikidata.org/entity/Q60371,Prince Joachim of Prussia,http://www.wikidata.org/entity/Q161247,Augusta Victoria of Schleswig-Holstein,male,https://en.wikipedia.org/wiki/Prince_Joachim_of_Prussia
http://www.wikidata.org/entity/Q26455,Fernand Sanz,http://www.wikidata.org/entity/Q5384669,Elena Sanz,male,https://en.wikipedia.org/wiki/Fernand_Sanz
http://www.wikidata.org/entity/Q61777,Prince Georg Wilhelm of Hanover,http://www.wikidata.org/entity/Q57672,"Ernst August, Duke of Brunswick",male,https://en.wikipedia.org/wiki/Prince_George_William_of_Hanover
http://www.wikidata.org/entity/Q61351,Frederica of Hanover,http://www.wikidata.org/entity/Q57529,Princess Viktoria Luise of Prussia,female,https://en.wikipedia.org/wiki/Frederica_of_Hanover
http://www.wikidata.org/entity/Q61242,Prince Oskar of Prussia,http://www.wikidata.org/entity/Q161247,Augusta Victoria of Schleswig-Holstein,male,https://en.wikipedia.org/wiki/Prince_Oskar_of_Prussia
http://www.wikidata.org/entity/Q57672,"Ernst August, Duke of Brunswick",http://www.wikidata.org/entity/Q437001,"Ernst August, Crown Prince of Hanover",male,"https://en.wikipedia.org/wiki/Ernest_Augustus,_Duke_of_Brunswick"
http://www.wikidata.org/entity/Q58670,Princess Charlotte of Prussia,http://www.wikidata.org/entity/Q58600,"Frederick III, German Emperor",female,https://en.wikipedia.org/wiki/Princess_Charlotte_of_Prussia
http://www.wikidata.org/entity/Q61777,Prince Georg Wilhelm of Hanover,http://www.wikidata.org/entity/Q57529,Princess Viktoria Luise of Prussia,male,https://en.wikipedia.org/wiki/Prince_George_William_of_Hanover
http://www.wikidata.org/entity/Q92141,Prince Wilhelm-Karl of Prussia,http://www.wikidata.org/entity/Q772541,Countess Ina Marie von Bassewitz,male,https://en.wikipedia.org/wiki/Wilhelm_Karl_Prinz_von_Preussen
http://www.wikidata.org/entity/Q151742,Alexander of Greece,http://www.wikidata.org/entity/Q155822,Sophia of Prussia,male,https://en.wikipedia.org/wiki/Alexander_of_Greece
http://www.wikidata.org/entity/Q63093,Prince Waldemar of Prussia,http://www.wikidata.org/entity/Q233990,Princess Irene of Hesse and by Rhine,male,https://en.wikipedia.org/wiki/Prince_Waldemar_of_Prussia_(born_1889)
http://www.wikidata.org/entity/Q62056,Prince Eitel Friedrich of Prussia,http://www.wikidata.org/entity/Q161247,Augusta Victoria of Schleswig-Holstein,male,https://en.wikipedia.org/wiki/Prince_Eitel_Friedrich_of_Prussia
http://www.wikidata.org/entity/Q57569,Prince Henry of Prussia,http://www.wikidata.org/entity/Q116728,"Victoria, Princess Royal",male,https://en.wikipedia.org/wiki/Prince_Henry_of_Prussia_(born_1862)
http://www.wikidata.org/entity/Q152935,George II of Greece,http://www.wikidata.org/entity/Q155822,Sophia of Prussia,male,https://en.wikipedia.org/wiki/George_II_of_Greece
http://www.wikidata.org/entity/Q63093,Prince Waldemar of Prussia,http://www.wikidata.org/entity/Q57569,Prince Henry of Prussia,male,https://en.wikipedia.org/wiki/Prince_Waldemar_of_Prussia_(born_1889)
http://www.wikidata.org/entity/Q62056,Prince Eitel Friedrich of Prussia,http://www.wikidata.org/entity/Q2677,Wilhelm II,male,https://en.wikipedia.org/wiki/Prince_Eitel_Friedrich_of_Prussia
http://www.wikidata.org/entity/Q155394,Paul of Greece,http://www.wikidata.org/entity/Q155822,Sophia of Prussia,male,https://en.wikipedia.org/wiki/Paul_of_Greece
http://www.wikidata.org/entity/Q60382,Princess Viktoria of Prussia,http://www.wikidata.org/entity/Q58600,"Frederick III, German Emperor",female,https://en.wikipedia.org/wiki/Princess_Viktoria_of_Prussia
http://www.wikidata.org/entity/Q60382,Princess Viktoria of Prussia,http://www.wikidata.org/entity/Q116728,"Victoria, Princess Royal",female,https://en.wikipedia.org/wiki/Princess_Viktoria_of_Prussia
http://www.wikidata.org/entity/Q61243,Princess Alexandra of Hanover,http://www.wikidata.org/entity/Q437001,"Ernst August, Crown Prince of Hanover",female,https://en.wikipedia.org/wiki/Princess_Alexandra_of_Hanover_(born_1882)
http://www.wikidata.org/entity/Q61243,Princess Alexandra of Hanover,http://www.wikidata.org/entity/Q217504,"Thyra, Crown Princess of Hanover",female,https://en.wikipedia.org/wiki/Princess_Alexandra_of_Hanover_(born_1882)
http://www.wikidata.org/entity/Q64704,Prince Sigismund of Prussia,http://www.wikidata.org/entity/Q233990,Princess Irene of Hesse and by Rhine,male,https://en.wikipedia.org/wiki/Prince_Sigismund_of_Prussia_(born_1896)
http://www.wikidata.org/entity/Q70632,Prince Frederick of Prussia,http://www.wikidata.org/entity/Q235812,Duchess Cecilie of Mecklenburg-Schwerin,male,https://en.wikipedia.org/wiki/Prince_Frederick_of_Prussia_(1911%E2%80%931966)
http://www.wikidata.org/entity/Q75112,Princess Alexandrine of Prussia,http://www.wikidata.org/entity/Q235812,Duchess Cecilie of Mecklenburg-Schwerin,female,https://en.wikipedia.org/wiki/Princess_Alexandrine_of_Prussia_(1915%E2%80%931980)
http://www.wikidata.org/entity/Q70760,Prince Hubertus of Prussia,http://www.wikidata.org/entity/Q235812,Duchess Cecilie of Mecklenburg-Schwerin,male,https://en.wikipedia.org/wiki/Prince_Hubertus_of_Prussia
http://www.wikidata.org/entity/Q61338,Princess Margaret of Prussia,http://www.wikidata.org/entity/Q58600,"Frederick III, German Emperor",female,https://en.wikipedia.org/wiki/Princess_Margaret_of_Prussia
http://www.wikidata.org/entity/Q64704,Prince Sigismund of Prussia,http://www.wikidata.org/entity/Q57569,Prince Henry of Prussia,male,https://en.wikipedia.org/wiki/Prince_Sigismund_of_Prussia_(born_1896)
http://www.wikidata.org/entity/Q75112,Princess Alexandrine of Prussia,http://www.wikidata.org/entity/Q57621,"Wilhelm, German Crown Prince",female,https://en.wikipedia.org/wiki/Princess_Alexandrine_of_Prussia_(1915%E2%80%931980)
http://www.wikidata.org/entity/Q70760,Prince Hubertus of Prussia,http://www.wikidata.org/entity/Q57621,"Wilhelm, German Crown Prince",male,https://en.wikipedia.org/wiki/Prince_Hubertus_of_Prussia
http://www.wikidata.org/entity/Q70632,Prince Frederick of Prussia,http://www.wikidata.org/entity/Q57621,"Wilhelm, German Crown Prince",male,https://en.wikipedia.org/wiki/Prince_Frederick_of_Prussia_(1911%E2%80%931966)
http://www.wikidata.org/entity/Q162177,Helen of Greece and Denmark,http://www.wikidata.org/entity/Q155822,Sophia of Prussia,female,https://en.wikipedia.org/wiki/Helen_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q61338,Princess Margaret of Prussia,http://www.wikidata.org/entity/Q116728,"Victoria, Princess Royal",female,https://en.wikipedia.org/wiki/Princess_Margaret_of_Prussia
http://www.wikidata.org/entity/Q160001,Victoria Eugenie of Battenberg,http://www.wikidata.org/entity/Q158140,Princess Beatrice of the United Kingdom,female,https://en.wikipedia.org/wiki/Victoria_Eugenie_of_Battenberg
http://www.wikidata.org/entity/Q105976,Princess Cecilie Viktoria of Prussia,http://www.wikidata.org/entity/Q235812,Duchess Cecilie of Mecklenburg-Schwerin,female,https://en.wikipedia.org/wiki/Princess_Cecilie_of_Prussia
http://www.wikidata.org/entity/Q77556,Prince Wilhelm of Prussia,http://www.wikidata.org/entity/Q235812,Duchess Cecilie of Mecklenburg-Schwerin,male,https://en.wikipedia.org/wiki/Prince_Wilhelm_of_Prussia_(1906%E2%80%931940)
http://www.wikidata.org/entity/Q129179,"María de las Mercedes, Princess of Asturias",http://www.wikidata.org/entity/Q538125,Maria Christina of Austria,female,"https://en.wikipedia.org/wiki/Mar%C3%ADa_de_las_Mercedes,_Princess_of_Asturias"
http://www.wikidata.org/entity/Q77556,Prince Wilhelm of Prussia,http://www.wikidata.org/entity/Q57621,"Wilhelm, German Crown Prince",male,https://en.wikipedia.org/wiki/Prince_Wilhelm_of_Prussia_(1906%E2%80%931940)
http://www.wikidata.org/entity/Q160001,Victoria Eugenie of Battenberg,http://www.wikidata.org/entity/Q444347,Prince Henry of Battenberg,female,https://en.wikipedia.org/wiki/Victoria_Eugenie_of_Battenberg
http://www.wikidata.org/entity/Q129179,"María de las Mercedes, Princess of Asturias",http://www.wikidata.org/entity/Q32347,Alfonso XII of Spain,female,"https://en.wikipedia.org/wiki/Mar%C3%ADa_de_las_Mercedes,_Princess_of_Asturias"
http://www.wikidata.org/entity/Q105976,Princess Cecilie Viktoria of Prussia,http://www.wikidata.org/entity/Q57621,"Wilhelm, German Crown Prince",female,https://en.wikipedia.org/wiki/Princess_Cecilie_of_Prussia
http://www.wikidata.org/entity/Q152099,Constantine I of Greece,http://www.wikidata.org/entity/Q17142,George I of Greece,male,https://en.wikipedia.org/wiki/Constantine_I_of_Greece
http://www.wikidata.org/entity/Q155822,Sophia of Prussia,http://www.wikidata.org/entity/Q116728,"Victoria, Princess Royal",female,https://en.wikipedia.org/wiki/Sophia_of_Prussia
http://www.wikidata.org/entity/Q152099,Constantine I of Greece,http://www.wikidata.org/entity/Q155178,Olga Constantinovna of Russia,male,https://en.wikipedia.org/wiki/Constantine_I_of_Greece
http://www.wikidata.org/entity/Q170184,Princess Marina of Greece and Denmark,http://www.wikidata.org/entity/Q232483,Grand Duchess Elena Vladimirovna of Russia,female,https://en.wikipedia.org/wiki/Princess_Marina_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q155822,Sophia of Prussia,http://www.wikidata.org/entity/Q58600,"Frederick III, German Emperor",female,https://en.wikipedia.org/wiki/Sophia_of_Prussia
http://www.wikidata.org/entity/Q156531,Prince Andrew of Greece and Denmark,http://www.wikidata.org/entity/Q17142,George I of Greece,male,https://en.wikipedia.org/wiki/Prince_Andrew_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q156531,Prince Andrew of Greece and Denmark,http://www.wikidata.org/entity/Q155178,Olga Constantinovna of Russia,male,https://en.wikipedia.org/wiki/Prince_Andrew_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q170160,Prince Nicholas of Greece and Denmark,http://www.wikidata.org/entity/Q17142,George I of Greece,male,https://en.wikipedia.org/wiki/Prince_Nicholas_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q170396,Prince George of Greece and Denmark,http://www.wikidata.org/entity/Q17142,George I of Greece,male,https://en.wikipedia.org/wiki/Prince_George_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q170396,Prince George of Greece and Denmark,http://www.wikidata.org/entity/Q155178,Olga Constantinovna of Russia,male,https://en.wikipedia.org/wiki/Prince_George_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q170160,Prince Nicholas of Greece and Denmark,http://www.wikidata.org/entity/Q155178,Olga Constantinovna of Russia,male,https://en.wikipedia.org/wiki/Prince_Nicholas_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q311442,"Louis Ferdinand, Prince of Prussia",http://www.wikidata.org/entity/Q235812,Duchess Cecilie of Mecklenburg-Schwerin,male,"https://en.wikipedia.org/wiki/Louis_Ferdinand,_Prince_of_Prussia"
http://www.wikidata.org/entity/Q269493,Infanta Beatriz of Spain,http://www.wikidata.org/entity/Q160001,Victoria Eugenie of Battenberg,female,https://en.wikipedia.org/wiki/Infanta_Beatriz_of_Spain
http://www.wikidata.org/entity/Q236965,Amélie of Orléans,http://www.wikidata.org/entity/Q354477,"Prince Philippe, Count of Paris",female,https://en.wikipedia.org/wiki/Am%C3%A9lie_of_Orl%C3%A9ans
http://www.wikidata.org/entity/Q232732,Princess Maria of Greece and Denmark,http://www.wikidata.org/entity/Q17142,George I of Greece,female,https://en.wikipedia.org/wiki/Princess_Maria_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q232728,Princess Alexandra of Greece and Denmark,http://www.wikidata.org/entity/Q17142,George I of Greece,female,https://en.wikipedia.org/wiki/Princess_Alexandra_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q177769,Princess Feodora of Saxe-Meiningen,http://www.wikidata.org/entity/Q58670,Princess Charlotte of Prussia,female,https://en.wikipedia.org/wiki/Princess_Feodora_of_Saxe-Meiningen
http://www.wikidata.org/entity/Q255389,Infanta Maria Teresa Isabel of Spain,http://www.wikidata.org/entity/Q538125,Maria Christina of Austria,female,https://en.wikipedia.org/wiki/Infanta_Mar%C3%ADa_Teresa_of_Spain
http://www.wikidata.org/entity/Q236965,Amélie of Orléans,http://www.wikidata.org/entity/Q242879,Princess María Isabel of Orléans,female,https://en.wikipedia.org/wiki/Am%C3%A9lie_of_Orl%C3%A9ans
http://www.wikidata.org/entity/Q232732,Princess Maria of Greece and Denmark,http://www.wikidata.org/entity/Q155178,Olga Constantinovna of Russia,female,https://en.wikipedia.org/wiki/Princess_Maria_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q235432,Princess Olga of Greece and Denmark,http://www.wikidata.org/entity/Q232483,Grand Duchess Elena Vladimirovna of Russia,female,https://en.wikipedia.org/wiki/Princess_Olga_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q215791,"Friedrich Franz, Hereditary Grand Duke of Mecklenburg-Schwerin",http://www.wikidata.org/entity/Q61243,Princess Alexandra of Hanover,male,"https://en.wikipedia.org/wiki/Friedrich_Franz,_Hereditary_Grand_Duke_of_Mecklenburg-Schwerin"
http://www.wikidata.org/entity/Q337477,"Alexander Mountbatten, 1st Marquess of Carisbrooke",http://www.wikidata.org/entity/Q158140,Princess Beatrice of the United Kingdom,male,"https://en.wikipedia.org/wiki/Alexander_Mountbatten,_1st_Marquess_of_Carisbrooke"
http://www.wikidata.org/entity/Q313857,"Infante Juan, Count of Barcelona",http://www.wikidata.org/entity/Q160001,Victoria Eugenie of Battenberg,male,"https://en.wikipedia.org/wiki/Infante_Juan,_Count_of_Barcelona"
http://www.wikidata.org/entity/Q232728,Princess Alexandra of Greece and Denmark,http://www.wikidata.org/entity/Q155178,Olga Constantinovna of Russia,female,https://en.wikipedia.org/wiki/Princess_Alexandra_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q260525,Princess Hélène of Orléans,http://www.wikidata.org/entity/Q242879,Princess María Isabel of Orléans,female,https://en.wikipedia.org/wiki/Princess_H%C3%A9l%C3%A8ne_of_Orl%C3%A9ans
http://www.wikidata.org/entity/Q269493,Infanta Beatriz of Spain,http://www.wikidata.org/entity/Q18363,Alfonso XIII,female,https://en.wikipedia.org/wiki/Infanta_Beatriz_of_Spain
http://www.wikidata.org/entity/Q311442,"Louis Ferdinand, Prince of Prussia",http://www.wikidata.org/entity/Q57621,"Wilhelm, German Crown Prince",male,"https://en.wikipedia.org/wiki/Louis_Ferdinand,_Prince_of_Prussia"
http://www.wikidata.org/entity/Q260525,Princess Hélène of Orléans,http://www.wikidata.org/entity/Q354477,"Prince Philippe, Count of Paris",female,https://en.wikipedia.org/wiki/Princess_H%C3%A9l%C3%A8ne_of_Orl%C3%A9ans
http://www.wikidata.org/entity/Q255389,Infanta Maria Teresa Isabel of Spain,http://www.wikidata.org/entity/Q32347,Alfonso XII of Spain,female,https://en.wikipedia.org/wiki/Infanta_Mar%C3%ADa_Teresa_of_Spain
http://www.wikidata.org/entity/Q313857,"Infante Juan, Count of Barcelona",http://www.wikidata.org/entity/Q18363,Alfonso XIII,male,"https://en.wikipedia.org/wiki/Infante_Juan,_Count_of_Barcelona"
http://www.wikidata.org/entity/Q337477,"Alexander Mountbatten, 1st Marquess of Carisbrooke",http://www.wikidata.org/entity/Q444347,Prince Henry of Battenberg,male,"https://en.wikipedia.org/wiki/Alexander_Mountbatten,_1st_Marquess_of_Carisbrooke"
http://www.wikidata.org/entity/Q235438,Grand Duchess Maria Pavlovna of Russia,http://www.wikidata.org/entity/Q232728,Princess Alexandra of Greece and Denmark,female,https://en.wikipedia.org/wiki/Grand_Duchess_Maria_Pavlovna_of_Russia_(1890%E2%80%931958)
http://www.wikidata.org/entity/Q236196,Princess Cecilie of Greece and Denmark,http://www.wikidata.org/entity/Q116062,Princess Alice of Battenberg,female,https://en.wikipedia.org/wiki/Princess_Cecilie_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q271998,Princess Marie Louise of Hanover,http://www.wikidata.org/entity/Q437001,"Ernst August, Crown Prince of Hanover",female,https://en.wikipedia.org/wiki/Princess_Marie_Louise_of_Hanover
http://www.wikidata.org/entity/Q261322,Princess Isabelle d’Orléans,http://www.wikidata.org/entity/Q354477,"Prince Philippe, Count of Paris",female,https://en.wikipedia.org/wiki/Princess_Isabelle_of_Orl%C3%A9ans_(1878%E2%80%931961)
http://www.wikidata.org/entity/Q236770,"Princess Irene, Duchess of Aosta",http://www.wikidata.org/entity/Q155822,Sophia of Prussia,female,"https://en.wikipedia.org/wiki/Princess_Irene,_Duchess_of_Aosta"
http://www.wikidata.org/entity/Q635489,Prince Karl Franz of Prussia,http://www.wikidata.org/entity/Q63014,Princess Marie Auguste of Anhalt,male,https://en.wikipedia.org/wiki/Prince_Karl_Franz_of_Prussia
http://www.wikidata.org/entity/Q518846,"Alfonso, Prince of Asturias",http://www.wikidata.org/entity/Q160001,Victoria Eugenie of Battenberg,male,"https://en.wikipedia.org/wiki/Alfonso,_Prince_of_Asturias_(1907%E2%80%931938)"
http://www.wikidata.org/entity/Q261322,Princess Isabelle d’Orléans,http://www.wikidata.org/entity/Q242879,Princess María Isabel of Orléans,female,https://en.wikipedia.org/wiki/Princess_Isabelle_of_Orl%C3%A9ans_(1878%E2%80%931961)
http://www.wikidata.org/entity/Q271998,Princess Marie Louise of Hanover,http://www.wikidata.org/entity/Q217504,"Thyra, Crown Princess of Hanover",female,https://en.wikipedia.org/wiki/Princess_Marie_Louise_of_Hanover
http://www.wikidata.org/entity/Q177769,Princess Feodora of Saxe-Meiningen,http://www.wikidata.org/entity/Q61104,"Bernhard III, Duke of Saxe-Meiningen",female,https://en.wikipedia.org/wiki/Princess_Feodora_of_Saxe-Meiningen
http://www.wikidata.org/entity/Q518846,"Alfonso, Prince of Asturias",http://www.wikidata.org/entity/Q18363,Alfonso XIII,male,"https://en.wikipedia.org/wiki/Alfonso,_Prince_of_Asturias_(1907%E2%80%931938)"
http://www.wikidata.org/entity/Q635489,Prince Karl Franz of Prussia,http://www.wikidata.org/entity/Q60371,Prince Joachim of Prussia,male,https://en.wikipedia.org/wiki/Prince_Karl_Franz_of_Prussia
http://www.wikidata.org/entity/Q970135,Roger Marie Vincent Philippe Lévêque de Vilmorin,http://www.wikidata.org/entity/Q75270431,Marie Mélanie de Gaufridy de Dortan,male,https://en.wikipedia.org/wiki/Roger_de_Vilmorin
http://www.wikidata.org/entity/Q703780,"Infante Jaime, Duke of Segovia",http://www.wikidata.org/entity/Q160001,Victoria Eugenie of Battenberg,male,"https://en.wikipedia.org/wiki/Infante_Jaime,_Duke_of_Segovia"
http://www.wikidata.org/entity/Q1332391,Infante Gonzalo of Spain,http://www.wikidata.org/entity/Q160001,Victoria Eugenie of Battenberg,male,https://en.wikipedia.org/wiki/Infante_Gonzalo_of_Spain
http://www.wikidata.org/entity/Q970135,Roger Marie Vincent Philippe Lévêque de Vilmorin,http://www.wikidata.org/entity/Q18363,Alfonso XIII,male,https://en.wikipedia.org/wiki/Roger_de_Vilmorin
http://www.wikidata.org/entity/Q970135,Roger Marie Vincent Philippe Lévêque de Vilmorin,http://www.wikidata.org/entity/Q3381015,Joseph-Marie-Philippe Lévêque de Vilmorin,male,https://en.wikipedia.org/wiki/Roger_de_Vilmorin
http://www.wikidata.org/entity/Q703780,"Infante Jaime, Duke of Segovia",http://www.wikidata.org/entity/Q18363,Alfonso XIII,male,"https://en.wikipedia.org/wiki/Infante_Jaime,_Duke_of_Segovia"
http://www.wikidata.org/entity/Q1332391,Infante Gonzalo of Spain,http://www.wikidata.org/entity/Q18363,Alfonso XIII,male,https://en.wikipedia.org/wiki/Infante_Gonzalo_of_Spain
http://www.wikidata.org/entity/Q242338,Princess Katherine of Greece and Denmark,http://www.wikidata.org/entity/Q155822,Sophia of Prussia,female,https://en.wikipedia.org/wiki/Princess_Katherine_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q255382,Princess Theodora of Greece and Denmark,http://www.wikidata.org/entity/Q116062,Princess Alice of Battenberg,female,https://en.wikipedia.org/wiki/Princess_Theodora_of_Greece_and_Denmark_(1906%E2%80%931969)
http://www.wikidata.org/entity/Q2205590,Lord Leopold Mountbatten,http://www.wikidata.org/entity/Q158140,Princess Beatrice of the United Kingdom,male,https://en.wikipedia.org/wiki/Lord_Leopold_Mountbatten
http://www.wikidata.org/entity/Q2189056,Prince Alexander Ferdinand of Prussia,http://www.wikidata.org/entity/Q2419996,Princess Alexandra Victoria of Schleswig-Holstein-Sonderburg-Glücksburg,male,https://en.wikipedia.org/wiki/Prince_Alexander_Ferdinand_of_Prussia
http://www.wikidata.org/entity/Q2412713,Infanta María Cristina of Spain,http://www.wikidata.org/entity/Q160001,Victoria Eugenie of Battenberg,female,https://en.wikipedia.org/wiki/Infanta_Mar%C3%ADa_Cristina_of_Spain
http://www.wikidata.org/entity/Q2351869,Prince Maurice of Battenberg,http://www.wikidata.org/entity/Q158140,Princess Beatrice of the United Kingdom,male,https://en.wikipedia.org/wiki/Prince_Maurice_of_Battenberg
http://www.wikidata.org/entity/Q240317,Princess Margarita of Greece and Denmark,http://www.wikidata.org/entity/Q116062,Princess Alice of Battenberg,female,https://en.wikipedia.org/wiki/Princess_Margarita_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q447757,Prince Christopher of Greece and Denmark,http://www.wikidata.org/entity/Q17142,George I of Greece,male,https://en.wikipedia.org/wiki/Prince_Christopher_of_Greece_and_Denmark
http://www.wikidata.org/entity/Q450684,"Archduchess Maria Cristina, Hereditary Grand Duchess of Tuscany",http://www.wikidata.org/entity/Q439014,"Prince Alfonso, Count of Caserta",female,https://en.wikipedia.org/wiki/Princess_Maria_Cristina_of_Bourbon-Two_Sicilies
http://www.wikidata.org/entity/Q450684,"Archduchess Maria Cristina, Hereditary Grand Duchess of Tuscany",http://www.wikidata.org/entity/Q255400,Princess Maria Antonietta of Bourbon-Two Sicilies,female,https://en.wikipedia.org/wiki/Princess_Maria_Cristina_of_Bourbon-Two_Sicilies
http://www.wikidata.org/entity/Q447757,Prince Christopher of Greece and Denmark,http://www.wikidata.org/entity/Q155178,Olga Constantinovna of Russia,male,https://en.wikipedia.org/wiki/Prince_Christopher_of_Greece_and_Denmark
