item,itemLabel,ancestor,ancestorLabel,gender
http://www.wikidata.org/entity/Q3990679,"Thomas Lyon-Bowes, 11th Earl of Strathmore and Kinghorne",http://www.wikidata.org/entity/Q6779099,"Mary Bowes, Countess of Strathmore and Kinghorne",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q5176673,Count Karl Leopold von Schlieben,http://www.wikidata.org/entity/Q91755,Countess Katharina Dorothea Finck of Finckenstein,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q1876689,Princess Louise Caroline of Hesse-Kassel,http://www.wikidata.org/entity/Q1805444,Princess Louise of Denmark,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q2592020,"Frances Bowes-Lyon, Countess of Strathmore and Kinghorne",http://www.wikidata.org/entity/Q5716005,Henrietta Mildred Hodgson,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q2756857,Caroline of Nassau-Usingen,http://www.wikidata.org/entity/Q5177056,Countess Caroline Felizitas of Leiningen-Dagsburg,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q2616024,Countess Charlotte of Dohna-Leistenau,http://www.wikidata.org/entity/Q11950035,Sophie Henriette of Schleswig-Holstein-Sonderbourg-Beck,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q68351,August von Senarclens de Grancy,http://www.wikidata.org/entity/Q76366874,"Cesar Auguste de Senarclens de Grancy, Seigneur de Saint-Denis",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q76927,Mary of Teck,http://www.wikidata.org/entity/Q535987,"Francis, Duke of Teck",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q69910,"Louis, Hereditary Prince of Mecklenburg-Schwerin",http://www.wikidata.org/entity/Q664223,"Christian Ludwig II, Duke of Mecklenburg-Schwerin",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q80976,"Prince Philip, Duke of Edinburgh",http://www.wikidata.org/entity/Q156531,Prince Andrew of Greece and Denmark,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q76967,Princess Augusta of Saxe-Gotha,http://www.wikidata.org/entity/Q61447,"Frederick II, Duke of Saxe-Gotha-Altenburg",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q116062,Princess Alice of Battenberg,http://www.wikidata.org/entity/Q57468,Prince Louis of Battenberg,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q125872,"William Bentinck, 2nd Duke of Portland",http://www.wikidata.org/entity/Q126107,"Henry Bentinck, 1st Duke of Portland",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q126219,"Margaret Cavendish Bentinck, Duchess of Portland",http://www.wikidata.org/entity/Q5343313,"Edward Harley, 2nd Earl of Oxford and Earl Mortimer",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q127318,George III of Great Britain,http://www.wikidata.org/entity/Q165349,"Frederick, Prince of Wales",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q128343,Lord Charles Bentinck,http://www.wikidata.org/entity/Q157208,"William Cavendish-Bentinck, 3rd Duke of Portland",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q128341,Charles Cavendish-Bentinck,http://www.wikidata.org/entity/Q128343,Lord Charles Bentinck,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q130734,Nicholas I of Russia,http://www.wikidata.org/entity/Q15189,Paul I of Russia,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q151305,Christian IX of Denmark,http://www.wikidata.org/entity/Q240302,"Friedrich Wilhelm, Duke of Schleswig-Holstein-Sonderburg-Glücksburg",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q152229,Friedrich Wilhelm II of Prussia,http://www.wikidata.org/entity/Q213658,Prince Augustus William of Prussia,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q152245,Prince Albert of Saxe-Coburg and Gotha,http://www.wikidata.org/entity/Q58770,"Ernest I, Duke of Saxe-Coburg and Gotha",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q151789,Peter III of Russia,http://www.wikidata.org/entity/Q57852,"Charles Frederick, Duke of Schleswig-Holstein-Gottorp",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q152260,Alexandra of Denmark,http://www.wikidata.org/entity/Q151305,Christian IX of Denmark,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q155178,Olga Constantinovna of Russia,http://www.wikidata.org/entity/Q446724,Grand Duke Konstantin Nikolayevich of Russia,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q155566,Princess Alice of the United Kingdom,http://www.wikidata.org/entity/Q152245,Prince Albert of Saxe-Coburg and Gotha,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q156531,Prince Andrew of Greece and Denmark,http://www.wikidata.org/entity/Q17142,George I of Greece,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q156187,Frederick V of Denmark,http://www.wikidata.org/entity/Q154993,Christian VI of Denmark,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q156723,Louise of Mecklenburg-Strelitz,http://www.wikidata.org/entity/Q213601,"Karl II, Grand Duke of Mecklenburg-Strelitz",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q157009,"Prince Edward, Duke of Kent and Strathearn",http://www.wikidata.org/entity/Q127318,George III of Great Britain,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q157208,"William Cavendish-Bentinck, 3rd Duke of Portland",http://www.wikidata.org/entity/Q125872,"William Bentinck, 2nd Duke of Portland",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q161159,Charlotte of Mecklenburg-Strelitz,http://www.wikidata.org/entity/Q699743,Duke Charles Louis Frederick of Mecklenburg,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q164498,"Louis IV, Grand Duke of Hesse",http://www.wikidata.org/entity/Q703423,Prince Charles of Hesse and by Rhine,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q165349,"Frederick, Prince of Wales",http://www.wikidata.org/entity/Q131981,George II of Great Britain,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q166028,Louise of Hesse-Kassel,http://www.wikidata.org/entity/Q60709,Prince William of Hesse-Kassel,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q166701,"Louis II, Grand Duke of Hesse",http://www.wikidata.org/entity/Q213527,"Louis I, Grand Duke of Hesse",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q213601,"Karl II, Grand Duke of Mecklenburg-Strelitz",http://www.wikidata.org/entity/Q699743,Duke Charles Louis Frederick of Mecklenburg,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q181553,"Prince Karl Wilhelm I, Prince of Nassau-Usingen",http://www.wikidata.org/entity/Q475936,Charles of Nassau-Usingen,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q213527,"Louis I, Grand Duke of Hesse",http://www.wikidata.org/entity/Q213610,"Louis IX, Landgrave of Hesse-Darmstadt",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q213610,"Louis IX, Landgrave of Hesse-Darmstadt",http://www.wikidata.org/entity/Q213677,"Louis VIII, Landgrave of Hesse-Darmstadt",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q168667,Louise of Great Britain,http://www.wikidata.org/entity/Q131981,George II of Great Britain,http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q213618,Duke Ludwig of Württemberg,http://www.wikidata.org/entity/Q58052,"Friedrich II Eugen, Duke of Württemberg",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q213628,Prince Karl of Hesse-Kassel,http://www.wikidata.org/entity/Q454473,"Friedrich II, Landgrave of Hesse-Kassel",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q213671,"Karl Friedrich I, Grand Duke of Baden",http://www.wikidata.org/entity/Q62533,"Frederick, Hereditary Prince of Baden-Durlach",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q213716,"Joseph, Duke of Saxe-Altenburg",http://www.wikidata.org/entity/Q215903,"Frederick, Duke of Saxe-Hildburghausen",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q213888,John Maurice Hauke,http://www.wikidata.org/entity/Q8861642,Friedrich Karl Emanuel Hauke,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q215903,"Frederick, Duke of Saxe-Hildburghausen",http://www.wikidata.org/entity/Q699476,"Ernest Frederick III, Duke of Saxe-Hildburghausen",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q214050,"Frederick V, Landgrave of Hesse-Homburg",http://www.wikidata.org/entity/Q529539,"Frederick IV, Landgrave of Hesse-Homburg",http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q214286,Franz Leopold Lafontaine,http://www.wikidata.org/entity/Q101530195,Benno Leopold Ignatius Lafontaine,http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/Q232202,Princess Louise Charlotte of Denmark,http://www.wikidata.org/entity/Q374885,"Frederik, Hereditary Prince of Denmark",http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q233997,Princess Mary Adelaide of Cambridge,http://www.wikidata.org/entity/Q313771,"Prince Adolphus, Duke of Cambridge",http://www.wikidata.org/entity/Q6581072
