run,smis,avai
98_98,0,0.9946524064171123
99_99,0,0.9950248756218906
100_100,0,0.995
101_101,0,0.9950980392156863
102_102,0,0.9949238578680203
103_103,0,0.9947916666666666
104_104,0,0.9951456310679612
105_105,0,0.9946524064171123
106_106,0,0.9955555555555555
107_107,0,0.9951923076923077
108_108,0,0.9951923076923077
109_109,0,0.9951219512195122
110_110,0,0.9949494949494949
111_111,0,0.995
112_112,0,0.9948186528497409
113_113,0,0.9947916666666666
114_114,0,0.9952830188679245
115_115,0,0.9946808510638298
116_116,0,0.9952830188679245
117_117,0,0.9949238578680203
118_118,0,0.995
119_119,0,0.9946236559139785
120_120,0,0.9951456310679612
121_121,0,0.9953051643192489
122_122,0,0.994535519125683
123_123,0,0.9954337899543378
124_124,0,0.994475138121547
125_125,0,0.9945652173913043
126_126,0,0.9945652173913043
127_127,0,0.9951456310679612
128_128,0,0.9945652173913043
129_129,0,0.9950248756218906
130_130,0,0.9948717948717949
131_131,0,0.9952380952380953
132_132,0,0.9950248756218906
133_133,0,0.9950248756218906
134_134,0,0.995049504950495
135_135,0,0.9949748743718593
136_136,0,0.995049504950495
137_137,0,0.9949748743718593
138_138,0,0.9946808510638298
139_139,0,0.9956140350877193
140_140,0,0.9946808510638298
141_141,0,0.9945945945945946
142_142,0,0.9948453608247423
143_143,0,0.9953488372093023
144_144,0,0.9949238578680203
145_145,0,0.9946808510638298
146_146,0,0.9954545454545455
147_147,0,0.9953917050691244
148_148,0,0.9948717948717949
149_149,0,0.9958677685950413
150_150,0,0.9950248756218906
151_151,0,0.9951456310679612
152_152,0,0.9949238578680203
153_153,0,0.9950980392156863
154_154,0,0.9952380952380953
155_155,0,0.995049504950495
156_156,0,0.9951456310679612
157_157,0,0.9951923076923077
158_158,0,0.9956521739130435
159_159,0,0.9952153110047847
160_160,0,0.9957081545064378
161_161,0,0.9956521739130435
162_162,0,0.995
163_163,0,0.9948979591836735
164_164,0,0.9947089947089947
165_165,0,0.9953488372093023
166_166,0,0.9945054945054945
167_167,0,0.9953488372093023
168_168,0,0.9947368421052631
169_169,0,0.9951690821256038
170_170,0,0.9953703703703703
171_171,0,0.9952153110047847
172_172,0,0.9946808510638298
173_173,0,0.9949494949494949
174_174,0,0.9950980392156863
175_175,0,0.9948979591836735
176_176,0,0.9948186528497409
177_177,0,0.9951923076923077
178_178,0,0.9951923076923077
179_179,0,0.9953488372093023
180_180,0,0.9946524064171123
181_181,0,0.9951219512195122
182_182,0,0.9952380952380953
183_183,0,0.995
184_184,0,0.9951219512195122
185_185,0,0.995260663507109
186_186,0,0.9955555555555555
187_187,0,0.995049504950495
188_188,0,0.9950248756218906
189_189,0,0.9949238578680203
190_190,0,0.9952380952380953
191_191,0,0.9950738916256158
192_192,0,0.9954545454545455
193_193,0,0.9946808510638298
194_194,0,0.995
195_195,0,0.9950980392156863
196_196,0,0.9952380952380953
197_197,0,0.9947916666666666
198_198,0,0.994535519125683
199_199,0,0.9950248756218906
200_200,0,0.9951923076923077
201_201,0,0.9951456310679612
202_202,0,0.9949494949494949
203_203,0,0.9945652173913043
204_204,0,0.9948453608247423
205_205,0,0.9954337899543378
206_206,0,0.9953271028037384
207_207,0,0.9956331877729258
208_208,0,0.9948979591836735
209_209,0,0.9948979591836735
210_210,0,0.9947368421052631
211_211,0,0.9947089947089947
212_212,0,0.9947368421052631
213_213,0,0.9948453608247423
214_214,0,0.9947916666666666
215_215,0,0.9954128440366973
216_216,0,0.9956140350877193
217_217,0,0.995
218_218,0,0.9943502824858758
219_219,0,0.9950738916256158
220_220,0,0.9954954954954955
221_221,0,0.9952380952380953
222_222,0,0.9947089947089947
223_223,0,0.9949238578680203
224_224,0,0.9947916666666666
225_225,0,0.9946236559139785
226_226,0,0.9945945945945946
227_227,0,0.9951219512195122
228_228,0,0.99581589958159
229_229,0,0.9956331877729258
230_230,0,0.9948453608247423
231_231,0,0.9952153110047847
232_232,0,0.9951923076923077
233_233,0,0.9952830188679245
234_234,0,0.9950738916256158
235_235,0,0.9952380952380953
236_236,0,0.9953051643192489
237_237,0,0.9953703703703703
238_238,0,0.9947916666666666
239_239,0,0.9949748743718593
240_240,0,0.9950738916256158
241_241,0,0.9956709956709957
242_242,0,0.9948186528497409
243_243,0,0.9948717948717949
244_244,0,0.9953488372093023
245_245,0,0.9946236559139785
246_246,0,0.9946236559139785
247_247,0,0.994535519125683
248_248,0,0.9950248756218906
249_249,0,0.9951690821256038
250_250,0,0.995
251_251,0,0.995049504950495
252_252,0,0.994475138121547
253_253,0,0.9949748743718593
254_254,0,0.9951923076923077
255_255,0,0.9952380952380953
256_256,0,0.9953703703703703
257_257,0,0.9951923076923077
258_258,0,0.9948979591836735
259_259,0,0.9947368421052631
260_260,0,0.9954128440366973
261_261,0,0.995049504950495
262_262,0,0.9953051643192489
263_263,0,0.9953271028037384
264_264,0,0.9951219512195122
265_265,0,0.9946524064171123
266_266,0,0.9953488372093023
267_267,0,0.9950738916256158
268_268,0,0.9947368421052631
269_269,0,0.995049504950495
270_270,0,0.9947916666666666
271_271,0,0.9947368421052631
272_272,0,0.9949748743718593
273_273,0,0.995475113122172
274_274,0,0.9946808510638298
275_275,0,0.9950980392156863
276_276,0,0.9947368421052631
277_277,0,0.995260663507109
278_278,0,0.995
279_279,0,0.9953488372093023
280_280,0,0.9950248756218906
281_281,0,0.9948979591836735
282_282,0,0.9948979591836735
283_283,0,0.9949238578680203
284_284,0,0.9950248756218906
285_285,0,0.9952153110047847
286_286,0,0.9947643979057592
287_287,0,0.995
288_288,0,0.9953488372093023
289_289,0,0.9952153110047847
290_290,0,0.9949748743718593
291_291,0,0.9952153110047847
292_292,0,0.9947089947089947
293_293,0,0.995260663507109
294_294,0,0.9945945945945946
295_295,0,0.995049504950495
296_296,0,0.9945652173913043
297_297,0,0.9947368421052631
298_298,0,0.995
299_299,0,0.9949748743718593
300_300,0,0.9952380952380953
301_301,0,0.9949494949494949
302_302,0,0.9950248756218906
303_303,0,0.9953488372093023
304_304,0,0.9953488372093023
305_305,0,0.9950738916256158
306_306,0,0.9953051643192489
307_307,0,0.9947643979057592
308_308,0,0.9949494949494949
309_309,0,0.995049504950495
310_310,0,0.9951690821256038
311_311,0,0.995
312_312,0,0.9950738916256158
313_313,0,0.9950980392156863
314_314,0,0.9946236559139785
315_315,0,0.9948979591836735
316_316,0,0.995049504950495
317_317,0,0.9950248756218906
318_318,0,0.9953271028037384
319_319,0,0.995
320_320,0,0.995475113122172
321_321,0,0.9957264957264957
322_322,0,0.9957805907172996
323_323,0,0.9953917050691244
324_324,0,0.9954337899543378
325_325,0,0.995260663507109
326_326,0,0.9948186528497409
327_327,0,0.9949748743718593
328_328,0,0.9948453608247423
329_329,0,0.9948717948717949
330_330,0,0.9947916666666666
331_331,0,0.9954954954954955
332_332,0,0.9947643979057592
333_333,0,0.9949748743718593
334_334,0,0.995
335_335,0,0.9951219512195122
336_336,0,0.9947643979057592
337_337,0,0.9952380952380953
338_338,0,0.9947089947089947
339_339,0,0.9951219512195122
340_340,0,0.9953488372093023
341_341,0,0.9953917050691244
342_342,0,0.9955555555555555
343_343,0,0.9953488372093023
344_344,0,0.9949238578680203
345_345,0,0.9954337899543378
346_346,0,0.9947368421052631
347_347,0,0.9947916666666666
348_348,0,0.9951219512195122
349_349,0,0.9949494949494949
350_350,0,0.9950248756218906
351_351,0,0.9946236559139785
352_352,0,0.9947643979057592
353_353,0,0.9953051643192489
354_354,0,0.9956140350877193
355_355,0,0.995049504950495
356_356,0,0.9957081545064378
357_357,0,0.995260663507109
358_358,0,0.9953703703703703
359_359,0,0.9952830188679245
360_360,0,0.9949238578680203
361_361,0,0.9948979591836735
362_362,0,0.9952380952380953
363_363,0,0.9951219512195122
364_364,0,0.9949748743718593
365_365,0,0.9954545454545455
366_366,0,0.9951456310679612
367_367,0,0.9948453608247423
368_368,0,0.9952380952380953
369_369,0,0.9950248756218906
370_370,0,0.9954545454545455
371_371,0,0.9948186528497409
372_372,0,0.9949748743718593
373_373,0,0.9946236559139785
374_374,0,0.9946236559139785
375_375,0,0.9949494949494949
376_376,0,0.9947368421052631
377_377,0,0.9950738916256158
378_378,0,0.9945945945945946
379_379,0,0.9950738916256158
380_380,0,0.9948453608247423
381_381,0,0.9952153110047847
382_382,0,0.9948453608247423
383_383,0,0.9948453608247423
384_384,0,0.9950738916256158
385_385,0,0.9946236559139785
386_386,0,0.9950738916256158
387_387,0,0.9949494949494949
388_388,0,0.9948717948717949
389_389,0,0.9951690821256038
390_390,0,0.9949494949494949
391_391,0,0.995260663507109
392_392,0,0.9951923076923077
393_393,0,0.9954128440366973
394_394,0,0.9951923076923077
395_395,0,0.9947089947089947
396_396,0,0.9949748743718593
397_397,0,0.9948453608247423
398_398,0,0.9951690821256038
399_399,0,0.995
400_400,0,0.995
401_401,0,0.9951690821256038
402_402,0,0.9948186528497409
403_403,0,0.9950738916256158
404_404,0,0.9947089947089947
405_405,0,0.9947089947089947
406_406,0,0.9947089947089947
407_407,0,0.9947916666666666
408_408,0,0.9949494949494949
409_409,0,0.9949748743718593
410_410,0,0.994413407821229
411_411,0,0.9952380952380953
412_412,0,0.9949748743718593
413_413,0,0.9948453608247423
414_414,0,0.9947643979057592
415_415,0,0.995049504950495
416_416,0,0.9949748743718593
417_417,0,0.9949494949494949
418_418,0,0.9948717948717949
419_419,0,0.9955555555555555
420_420,0,0.9957446808510638
421_421,0,0.9949748743718593
422_422,0,0.9950738916256158
423_423,0,0.9947643979057592
424_424,0,0.9953051643192489
425_425,0,0.9946524064171123
426_426,0,0.9951219512195122
427_427,0,0.9948186528497409
428_428,0,0.9950738916256158
429_429,0,0.9953488372093023
430_430,0,0.9949238578680203
431_431,0,0.9957081545064378
432_432,0,0.9946524064171123
433_433,0,0.9954954954954955
434_434,0,0.9947089947089947
435_435,0,0.9953271028037384
436_436,0,0.9947368421052631
437_437,0,0.9951690821256038
438_438,0,0.9951456310679612
439_439,0,0.9951219512195122
440_440,0,0.9952830188679245
441_441,0,0.9953917050691244
442_442,0,0.9949748743718593
443_443,0,0.9947089947089947
444_444,0,0.9946236559139785
445_445,0,0.9950738916256158
446_446,0,0.9955156950672646
447_447,0,0.9953917050691244
448_448,0,0.9950738916256158
449_449,0,0.9949238578680203
450_450,0,0.9952153110047847
451_451,0,0.9946808510638298
452_452,0,0.9946236559139785
453_453,0,0.9950738916256158
454_454,0,0.9947916666666666
455_455,0,0.9947643979057592
456_456,0,0.9948979591836735
457_457,0,0.9948717948717949
458_458,0,0.9950248756218906
459_459,0,0.9947643979057592
460_460,0,0.9951219512195122
461_461,0,0.9949748743718593
462_462,0,0.9947368421052631
463_463,0,0.9946236559139785
464_464,0,0.9947916666666666
465_465,0,0.994535519125683
466_466,0,0.994413407821229
467_467,0,0.9949748743718593
468_468,0,0.9948717948717949
469_469,0,0.9948453608247423
470_470,0,0.9948453608247423
471_471,0,0.9947368421052631
472_472,0,0.995049504950495
473_473,0,0.9949748743718593
474_474,0,0.9955555555555555
475_475,0,0.995260663507109
476_476,0,0.9948979591836735
477_477,0,0.9947916666666666
478_478,0,0.995260663507109
479_479,0,0.9948453608247423
480_480,0,0.9948186528497409
481_481,0,0.9948453608247423
482_482,0,0.9951923076923077
483_483,0,0.9952153110047847
484_484,0,0.995049504950495
485_485,0,0.9952380952380953
486_486,0,0.9950738916256158
487_487,0,0.9948453608247423
488_488,0,0.9949748743718593
489_489,0,0.9947916666666666
490_490,0,0.9952153110047847
491_491,0,0.9949238578680203
492_492,0,0.9952830188679245
493_493,0,0.9952153110047847
494_494,0,0.9953488372093023
495_495,0,0.9946236559139785
496_496,0,0.9947643979057592
497_497,0,0.9951923076923077
